prefix	lane_number	seq_id	sample_id	population	data_type
386_S382_L003_R2_001	3	386	386	NC	pe
387_S383_L003_R1_001	3	387	387	NC	pe
387_S383_L003_R2_001	3	387	387	NC	pe
388_S384_L003_R1_001	3	388	388	NC	pe
388_S384_L003_R2_001	3	388	388	NC	pe
389_S385_L003_R1_001	3	389	389	NC	pe
389_S385_L003_R2_001	3	389	389	NC	pe
38_S38_L003_R1_001	3	38	38	OB	pe
38_S38_L003_R2_001	3	38	38	OB	pe
390_S386_L003_R1_001	3	390	390	NC	pe
390_S386_L003_R2_001	3	390	390	NC	pe
391_S387_L003_R1_001	3	391	391	NC	pe
391_S387_L003_R2_001	3	391	391	NC	pe
392_S388_L003_R1_001	3	392	392	NC	pe
392_S388_L003_R2_001	3	392	392	NC	pe
393_S389_L003_R1_001	3	393	393	NC	pe
393_S389_L003_R2_001	3	393	393	NC	pe
394_S390_L003_R1_001	3	394	394	NC	pe
394_S390_L003_R2_001	3	394	394	NC	pe
395_S391_L003_R1_001	3	395	395	NC	pe
395_S391_L003_R2_001	3	395	395	NC	pe
396_S392_L003_R1_001	3	396	396	NC	pe
396_S392_L003_R2_001	3	396	396	NC	pe
397_S393_L003_R1_001	3	397	397	NC	pe
397_S393_L003_R2_001	3	397	397	NC	pe
398_S394_L003_R1_001	3	398	398	NC	pe
398_S394_L003_R2_001	3	398	398	NC	pe
399_S395_L003_R1_001	3	399	399	NC	pe
399_S395_L003_R2_001	3	399	399	NC	pe
39_S39_L003_R1_001	3	39	39	OB	pe
39_S39_L003_R2_001	3	39	39	OB	pe
3_S3_L003_R1_001	3	3	3	GA	pe
3_S3_L003_R2_001	3	3	3	GA	pe
400_S396_L003_R1_001	3	400	400	NC	pe
400_S396_L003_R2_001	3	400	400	NC	pe
40_S40_L003_R1_001	3	40	40	OB	pe
40_S40_L003_R2_001	3	40	40	OB	pe
41_S41_L003_R1_001	3	41	41	OB	pe
41_S41_L003_R2_001	3	41	41	OB	pe
42_S42_L003_R1_001	3	42	42	OB	pe
42_S42_L003_R2_001	3	42	42	OB	pe
43_S43_L003_R1_001	3	43	43	OB	pe
43_S43_L003_R2_001	3	43	43	OB	pe
44_S44_L003_R1_001	3	44	44	OB	pe
44_S44_L003_R2_001	3	44	44	OB	pe
45_S45_L003_R1_001	3	45	45	OB	pe
45_S45_L003_R2_001	3	45	45	OB	pe
46_S46_L003_R1_001	3	46	46	OB	pe
46_S46_L003_R2_001	3	46	46	OB	pe
47_S47_L003_R1_001	3	47	47	OB	pe
47_S47_L003_R2_001	3	47	47	OB	pe
48_S48_L003_R1_001	3	48	48	OB	pe
48_S48_L003_R2_001	3	48	48	OB	pe
49_S49_L003_R1_001	3	49	49	OB	pe
49_S49_L003_R2_001	3	49	49	OB	pe
4_S4_L003_R1_001	3	4	4	GA	pe
4_S4_L003_R2_001	3	4	4	GA	pe
50_S50_L003_R1_001	3	50	50	OB	pe
50_S50_L003_R2_001	3	50	50	OB	pe
51_S51_L003_R1_001	3	51	51	OB	pe
51_S51_L003_R2_001	3	51	51	OB	pe
52_S52_L003_R1_001	3	52	52	OB	pe
52_S52_L003_R2_001	3	52	52	OB	pe
53_S53_L003_R1_001	3	53	53	OB	pe
53_S53_L003_R2_001	3	53	53	OB	pe
54_S54_L003_R1_001	3	54	54	OB	pe
54_S54_L003_R2_001	3	54	54	OB	pe
55_S55_L003_R1_001	3	55	55	OB	pe
55_S55_L003_R2_001	3	55	55	OB	pe
56_S56_L003_R1_001	3	56	56	OB	pe
56_S56_L003_R2_001	3	56	56	OB	pe
57_S57_L003_R1_001	3	57	57	OB	pe
57_S57_L003_R2_001	3	57	57	OB	pe
58_S58_L003_R1_001	3	58	58	OB	pe
58_S58_L003_R2_001	3	58	58	OB	pe
59_S59_L003_R1_001	3	59	59	OB	pe
59_S59_L003_R2_001	3	59	59	OB	pe
5_S5_L003_R1_001	3	5	5	GA	pe
5_S5_L003_R2_001	3	5	5	GA	pe
60_S60_L003_R1_001	3	60	60	OB	pe
60_S60_L003_R2_001	3	60	60	OB	pe
61_S61_L003_R1_001	3	61	61	OB	pe
61_S61_L003_R2_001	3	61	61	OB	pe
62_S62_L003_R1_001	3	62	62	OB	pe
62_S62_L003_R2_001	3	62	62	OB	pe
63_S63_L003_R1_001	3	63	63	OB	pe
63_S63_L003_R2_001	3	63	63	OB	pe
64_S64_L003_R1_001	3	64	64	OB	pe
64_S64_L003_R2_001	3	64	64	OB	pe
65_S65_L003_R1_001	3	65	65	OB	pe
65_S65_L003_R2_001	3	65	65	OB	pe
66_S66_L003_R1_001	3	66	66	OB	pe
66_S66_L003_R2_001	3	66	66	OB	pe
67_S67_L003_R1_001	3	67	67	OB	pe
67_S67_L003_R2_001	3	67	67	OB	pe
68_S68_L003_R1_001	3	68	68	OB	pe
68_S68_L003_R2_001	3	68	68	OB	pe
69_S69_L003_R1_001	3	69	69	OB	pe
69_S69_L003_R2_001	3	69	69	OB	pe
6_S6_L003_R1_001	3	6	6	GA	pe
6_S6_L003_R2_001	3	6	6	GA	pe
70_S70_L003_R1_001	3	70	70	OB	pe
70_S70_L003_R2_001	3	70	70	OB	pe
71_S71_L003_R1_001	3	71	71	LB	pe
71_S71_L003_R2_001	3	71	71	LB	pe
72_S72_L003_R1_001	3	72	72	LB	pe
72_S72_L003_R2_001	3	72	72	LB	pe
73_S73_L003_R1_001	3	73	73	LB	pe
73_S73_L003_R2_001	3	73	73	LB	pe
74_S74_L003_R1_001	3	74	74	LB	pe
74_S74_L003_R2_001	3	74	74	LB	pe
75_S75_L003_R1_001	3	75	75	LB	pe
75_S75_L003_R2_001	3	75	75	LB	pe
76_S76_L003_R1_001	3	76	76	LB	pe
76_S76_L003_R2_001	3	76	76	LB	pe
77_S77_L003_R1_001	3	77	77	LB	pe
77_S77_L003_R2_001	3	77	77	LB	pe
78_S78_L003_R1_001	3	78	78	LB	pe
78_S78_L003_R2_001	3	78	78	LB	pe
79_S79_L003_R1_001	3	79	79	LB	pe
79_S79_L003_R2_001	3	79	79	LB	pe
7_S7_L003_R1_001	3	7	7	GA	pe
7_S7_L003_R2_001	3	7	7	GA	pe
80_S80_L003_R1_001	3	80	80	LB	pe
80_S80_L003_R2_001	3	80	80	LB	pe
81_S81_L003_R1_001	3	81	81	LB	pe
81_S81_L003_R2_001	3	81	81	LB	pe
82_S82_L003_R1_001	3	82	82	LB	pe
82_S82_L003_R2_001	3	82	82	LB	pe
83_S83_L003_R1_001	3	83	83	LB	pe
83_S83_L003_R2_001	3	83	83	LB	pe
84_S84_L003_R1_001	3	84	84	LB	pe
84_S84_L003_R2_001	3	84	84	LB	pe
85_S85_L003_R1_001	3	85	85	LB	pe
85_S85_L003_R2_001	3	85	85	LB	pe
86_S86_L003_R1_001	3	86	86	LB	pe
86_S86_L003_R2_001	3	86	86	LB	pe
87_S87_L003_R1_001	3	87	87	LB	pe
87_S87_L003_R2_001	3	87	87	LB	pe
88_S88_L003_R1_001	3	88	88	LB	pe
88_S88_L003_R2_001	3	88	88	LB	pe
89_S89_L003_R1_001	3	89	89	LB	pe
89_S89_L003_R2_001	3	89	89	LB	pe
8_S8_L003_R1_001	3	8	8	GA	pe
8_S8_L003_R2_001	3	8	8	GA	pe
90_S90_L003_R1_001	3	90	90	LB	pe
90_S90_L003_R2_001	3	90	90	LB	pe
91_S91_L003_R1_001	3	91	91	LB	pe
91_S91_L003_R2_001	3	91	91	LB	pe
92_S92_L003_R1_001	3	92	92	LB	pe
92_S92_L003_R2_001	3	92	92	LB	pe
93_S93_L003_R1_001	3	93	93	LB	pe
93_S93_L003_R2_001	3	93	93	LB	pe
94_S94_L003_R1_001	3	94	94	LB	pe
94_S94_L003_R2_001	3	94	94	LB	pe
95_S95_L003_R1_001	3	95	95	LB	pe
95_S95_L003_R2_001	3	95	95	LB	pe
96_S397_L003_R1_001	3	96	96	LB	pe
96_S397_L003_R2_001	3	96	96	LB	pe
97_S96_L003_R1_001	3	97	97	LB	pe
97_S96_L003_R2_001	3	97	97	LB	pe
98_S97_L003_R1_001	3	98	98	LB	pe
98_S97_L003_R2_001	3	98	98	LB	pe
99_S98_L003_R1_001	3	99	99	LB	pe
99_S98_L003_R2_001	3	99	99	LB	pe
9_S9_L003_R1_001	3	9	9	GA	pe
9_S9_L003_R2_001	3	9	9	GA	pe
